#MASS,A,PLANETDISCMETH
#mjupiter,au,
0.0167934,0.0437311,Transit
0.0166923,0.487197,Transit
0.016749,0.162542,RV
0.0166981,0.251922,Transit
0.0166923,0.33316,Transit
0.0166923,0.167165,Transit
0.0166923,0.267315,Transit
0.0166923,0.305198,Transit
0.0165864,0.191967,Transit
0.0165864,0.199129,Transit
0.0166036,0.196107,Transit
0.0165864,0.0402889,Transit
0.0165864,0.0730539,Transit
0.0165864,0.187138,Transit
0.0165942,0.0845828,Transit
0.0165098,0.12048,Transit
0.0165128,0.0520435,Transit
0.0164814,0.185365,Transit
0.0164814,0.185991,Transit
0.0165098,0.112418,Transit
0.0165098,0.151731,Transit
0.0164862,0.0073058,Transit
0.0165326,0.127016,Transit
0.0165098,0.245953,Transit
0.0164814,0.0908478,Transit
0.0165098,0.0779794,Transit
0.0165098,0.0664249,Transit
0.0164167,0.771174,Transit
0.0163828,0.119778,Transit
0.0163773,1.08768,Transit
0.0163773,0.223437,Transit
0.0163773,0.0769351,Transit
0.0163773,0.0832577,Transit
0.0163243,0.131719,Transit
0.0162741,0.1083,Transit
0.0162741,0.0591446,Transit
0.0162741,0.0304915,Transit
0.0162741,0.140653,Transit
0.0162741,0.205066,Transit
0.0163243,0.0931334,Transit
0.0163432,0.0561474,Transit
0.0162741,0.0690513,Transit
0.0162741,0.105904,Transit
0.0162741,0.174066,Transit
0.0162741,0.0829006,Transit
0.0162741,0.0777748,Transit
0.0162741,0.102591,Transit
0.0162325,0.0596111,Transit
0.0161718,0.224301,Transit
0.0161718,0.0916134,Transit
0.0161718,0.217913,Transit
0.0161718,0.418658,Transit
0.0160511,0.0959074,Transit
0.0160703,0.128317,Transit
0.0160703,0.129582,Transit
0.0160511,0.29988,Transit
0.0160703,0.098283,Transit
0.0160511,0.256031,Transit
0.0160511,0.0668458,Transit
0.0161415,0.235751,Transit
0.016075,0.05006,RV
0.0160511,0.0441473,Transit
0.0160703,0.125617,Transit
0.0160511,0.063479,Transit
0.0155228,0.0611582,Transit
0.0159697,0.0607809,Transit
0.0155228,0.165872,Transit
0.0155688,0.212191,Transit
0.0159697,0.183885,Transit
0.0163243,0.132661,Transit
0.0155228,0.144457,Transit
0.0159697,0.111358,Transit
0.0159697,0.0759488,Transit
0.0159616,0.286604,Transit
0.0156092,0.0728812,Transit
0.0163986,0.0588891,Transit
0.0161415,0.0455136,Transit
0.0160339,0.257458,Transit
0.0157841,0.0889821,Transit
0.015593,0.0626016,Transit
0.0161415,0.121047,Transit
0.015593,0.0630945,Transit
0.0157841,0.0893308,Transit
0.0160511,0.104915,Transit
0.0164915,0.0825598,Transit
0.0159697,0.13761,Transit
0.0158698,0.0992806,Transit
0.0158698,0.0797661,Transit
0.0158698,0.0821396,Transit
0.0158724,0.0821165,Transit
0.0158698,0.350774,Transit
0.0158724,0.183794,Transit
0.0158698,0.084658,Transit
0.0158724,0.0968462,Transit
0.0158698,0.230681,Transit
0.0159354,0.056382,Transit
0.0158698,0.36301,Transit
0.015891,0.0181491,Transit
0.0158724,0.0707769,Transit
0.0157709,0.0826682,Transit
0.0157709,0.068804,Transit
0.0157709,0.154009,Transit
0.0157841,0.0566234,Transit
0.0157709,0.237086,Transit
0.0157709,0.134445,Transit
0.0157709,0.158582,Transit
0.0157841,0.127912,Transit
0.0157709,0.129482,Transit
0.0157709,0.100206,Transit
0.0157709,0.108427,Transit
0.0156727,0.103391,Transit
0.0156727,0.0703422,Transit
0.0156727,0.186962,Transit
0.0156727,0.328211,Transit
0.0156727,0.239949,Transit
0.0156727,0.0804858,Transit
0.0156727,0.231978,Transit
0.0155754,0.0557286,Transit
0.0155754,0.0449621,Transit
0.0156092,0.0884004,Transit
0.0155754,0.060394,Transit
0.0155754,0.157968,Transit
0.0154788,0.123667,Transit
0.0154788,0.294564,Transit
0.0154788,0.0265264,Transit
0.0154788,0.265992,Transit
0.0154788,0.0658684,Transit
0.0155228,0.0641261,Transit
0.0154788,0.131797,Transit
0.0154788,0.0737068,Transit
0.0155133,0.0780146,Transit
0.0154788,0.667299,Transit
0.0154788,0.143629,Transit
0.0154788,0.0639541,Transit
0.015383,0.294279,Transit
0.015383,0.113663,Transit
0.015383,0.109153,Transit
0.015383,0.1432,Transit
0.015383,0.093078,Transit
0.015383,0.638509,Transit
0.015383,0.200444,Transit
0.015288,0.259379,Transit
0.0152673,0.176201,Transit
0.015288,0.0705758,Transit
0.015254,0.0666347,Transit
0.015288,0.0866604,Transit
0.015288,0.0794059,Transit
0.0151834,0.0889716,Transit
0.0151834,0.0720527,Transit
0.0151834,0.0894244,Transit
0.0151938,0.0560993,Transit
0.0151834,0.100165,Transit
0.0151834,0.102192,Transit
0.0151834,0.144489,Transit
0.0151003,0.0172109,Transit
0.0151,0.229818,Transit
0.0151003,0.230686,Transit
0.0146122,0.0783802,Transit
0.0151,0.398184,Transit
0.015437,0.0789575,Transit
0.015142,0.0907017,Transit
0.0150076,0.0900599,Transit
0.0151,0.0948224,Transit
0.0148535,0.0557436,Transit
0.0145328,0.10708,Transit
0.0152673,0.0623606,Transit
0.0149351,0.147681,Transit
0.0149563,0.136086,Transit
0.0147725,0.116354,Transit
0.014692,0.144324,Transit
0.014692,0.238241,Transit
0.0150172,0.0802786,Transit
0.0147725,0.0899174,Transit
0.014692,0.0517683,Transit
0.0150076,0.237227,Transit
0.0150076,0.205268,Transit
0.0145328,0.145651,Transit
0.015437,0.0945195,Transit
0.0149156,0.0976622,Transit
0.0149156,0.119053,Transit
0.0149156,0.0578859,Transit
0.0148535,0.0995717,Transit
0.0148535,0.0795006,Transit
0.0149156,0.143967,Transit
0.0149351,0.159296,Transit
0.0148877,0.0387273,Transit
0.0147699,0.0676835,Transit
0.0148244,0.11898,Transit
0.0148244,0.0470338,Transit
0.0148244,0.116915,Transit
0.0147725,0.0596222,Transit
0.0147725,0.165407,Transit
0.0148244,0.0923273,Transit
0.0147725,0.067463,Transit
0.0147725,0.162691,Transit
0.0147338,0.0776648,Transit
0.0147338,0.0868408,Transit
0.0147338,0.0426707,Transit
0.0147338,0.0635655,Transit
0.0147338,0.120657,Transit
0.0147338,0.12926,Transit
0.014692,0.126325,Transit
0.0147338,0.0714529,Transit
0.0147338,0.109729,Transit
0.0147338,0.0257374,Transit
0.0147338,0.0885238,Transit
0.0147338,0.132431,Transit
0.014692,0.0313162,Transit
0.0147338,0.0860862,Transit
0.0147338,0.0374071,Transit
0.0147338,0.270431,Transit
0.0147338,0.0320163,Transit
0.014644,0.0396104,Transit
0.0145548,0.0976404,Transit
0.014644,0.15594,Transit
0.014644,0.0487927,Transit
0.0145548,0.035933,Transit
0.014644,0.22494,Transit
0.0145548,0.0780663,Transit
0.0145548,0.100445,Transit
0.0144664,0.167635,Transit
0.0144664,0.0827454,Transit
0.0144664,0.114781,Transit
0.014454,0.103986,Transit
0.014454,0.17279,Transit
0.0144664,0.10143,Transit
0.0145328,0.137602,Transit
0.0144664,0.408538,Transit
0.0144664,0.0575745,Transit
0.0144664,0.146229,Transit
0.0144664,0.0619218,Transit
0.0144664,0.251269,Transit
0.014454,0.0936962,Transit
0.014454,0.113583,Transit
0.0143786,0.174668,Transit
0.0143757,0.215129,Transit
0.0143757,0.124035,Transit
0.0143786,0.118258,Transit
0.0142915,0.111331,Transit
0.0142915,0.116085,Transit
0.0142915,0.180967,Transit
0.0142824,0.0167573,Transit
0.014298,0.0585134,Transit
0.014205,0.159872,Transit
0.0142208,0.137805,Transit
0.0142208,0.157953,Transit
0.014205,0.0430893,Transit
0.014205,0.0546451,Transit
0.0142208,0.140675,Transit
0.014205,0.0993188,Transit
0.014205,0.0551406,Transit
0.014205,0.170393,Transit
0.0141192,0.0369521,Transit
0.014144,0.104852,Transit
0.0141192,0.0832447,Transit
0.014034,0.0803909,Transit
0.014034,0.0552213,Transit
0.0139795,0.0749015,Transit
0.0138423,0.0624544,Transit
0.014034,0.113375,Transit
0.014034,0.315387,Transit
0.0140679,0.139463,Transit
0.0140379,0.115423,Transit
0.0136211,0.179022,Transit
0.014034,0.12495,Transit
0.014034,0.1187,Transit
0.0139171,0.227355,Transit
0.014034,0.0375418,Transit
0.0136944,0.133112,Transit
0.0139171,0.293358,Transit
0.014034,0.0399419,Transit
0.0135364,0.10281,Transit
0.0139923,0.147733,Transit
0.0135483,0.0679912,Transit
0.014454,0.0751093,Transit
0.014,0.0171898,Transit
0.014034,0.232959,Transit
0.0135483,0.202153,Transit
0.014034,0.0569124,Transit
0.0139923,0.18282,Transit
0.014034,0.436075,Transit
0.0139923,0.0641159,Transit
0.0138656,0.143703,Transit
0.0138656,0.246197,Transit
0.0139171,0.208459,Transit
0.0138656,0.0979318,Transit
0.0139495,0.0604111,Transit
0.0138656,0.0510655,Transit
0.0138656,0.139726,Transit
0.0139495,0.0590906,Transit
0.0138656,0.11018,Transit
0.0138423,0.138056,Transit
0.0137681,0.222312,Transit
0.0137822,0.34156,Transit
0.0137822,0.0560063,Transit
0.0137822,0.787843,Transit
0.0137822,0.0396806,Transit
0.0137111,0.0652526,RV
0.0136944,0.0705628,Transit
0.0136995,0.165763,Transit
0.0136995,0.231951,Transit
0.0136995,0.0315668,Transit
0.0136944,0.119323,Transit
0.0136945,0.353207,Transit
0.0136174,0.0883024,Transit
0.0136174,0.0757275,Transit
0.0136174,0.169257,Transit
0.0136211,0.0820605,Transit
0.0136211,0.0979073,Transit
0.0136174,0.3493,Transit
0.0135483,0.138343,Transit
0.0135305,0.321369,Timing
0.0135358,0.15495,Transit
0.0135358,0.130519,Transit
0.0134548,0.116158,Transit
0.0134548,0.0468266,Transit
0.0135358,0.0570591,Transit
0.0135483,0.130814,Transit
0.0135483,0.0608066,Transit
0.0135358,0.154149,Transit
0.0135358,0.241134,Transit
0.0135358,0.0802514,Transit
0.0135484,0.441345,Transit
0.013476,0.106481,Transit
0.0134548,0.0624727,Transit
0.013404,0.0812396,Transit
0.0133743,0.0823755,Transit
0.0133743,0.103048,Transit
0.013404,0.400986,Transit
0.0133743,0.0838281,Transit
0.0133743,0.0424409,Transit
0.013404,0.0502736,Transit
0.0133743,0.107432,Transit
0.0133743,0.0746694,Transit
0.0133325,0.0646392,Transit
0.0132944,0.151698,Transit
0.0133325,0.108876,Transit
0.0133325,0.0564705,Transit
0.0132944,0.119224,Transit
0.0132614,0.396968,Transit
0.0132151,0.131614,Transit
0.0132151,0.0448876,Transit
0.0132151,0.0927369,Transit
0.0131908,0.114613,Transit
0.0131908,0.170262,Transit
0.0131908,0.310961,Transit
0.0131362,0.557231,Transit
0.0131362,0.2596,Transit
0.0130508,0.0349155,Transit
0.0130579,0.0492454,Transit
0.0130579,0.178579,Transit
0.0130579,0.0435391,Transit
0.0131362,0.126015,Transit
0.0131362,0.0743561,Transit
0.0130579,0.0429791,Transit
0.0130508,0.185669,Transit
0.0130508,0.117265,Transit
0.0130579,0.361423,Transit
0.0131362,0.0471986,Transit
0.0131206,0.325944,Transit
0.0130508,0.108963,Transit
0.0130687,0.125003,RV
0.0130611,0.056688,RV
0.0131362,0.110239,Transit
0.0130508,0.0565776,Transit
0.0130579,0.142675,Transit
0.0131362,0.0539414,Transit
0.0130508,0.168498,Transit
0.0130582,0.0499846,RV
0.0130579,0.391079,Transit
0.0129679,0.0507499,Transit
0.0129124,0.177529,Transit
0.0125062,0.079115,Transit
0.0127076,0.117713,Transit
0.0132614,0.0281967,Transit
0.0129124,0.112331,Transit
0.0127076,0.0832604,Transit
0.0129814,0.0791285,Transit
0.0129801,0.021472,Transit
0.0129028,0.4757,Transit
0.0131908,0.1055,Transit
0.012573,0.0783507,Transit
0.0125754,0.0366865,Transit
0.0130508,0.0468277,Transit
0.0131908,0.0650321,Transit
0.0129801,0.331234,Transit
0.0129801,0.0466196,Transit
0.0129801,0.139869,Transit
0.0129801,0.188012,Transit
0.0129801,0.0786582,Transit
0.0129124,0.205969,Transit
0.0129071,0.0468927,RV
0.0129124,0.112713,Transit
0.0129124,0.326561,Transit
0.0129124,0.280567,Transit
0.0129,0.366575,Transit
0.0129028,0.126801,Transit
0.0129028,0.0743387,Transit
0.0129028,0.0720524,Transit
0.0129028,0.0396148,Transit
0.0129028,0.11345,Transit
0.0129028,0.170989,Transit
0.0128259,0.0837217,Transit
0.0128331,0.0677431,Transit
0.0128437,0.351296,Transit
0.0127755,0.0320006,Transit
0.0128437,0.0413591,Transit
0.0128259,0.0580906,Transit
0.0128259,0.0493278,Transit
0.0127755,0.113517,Transit
0.0127755,0.0912341,Transit
0.0127496,0.043027,Transit
0.0127496,0.0234342,Transit
0.0126737,0.263981,Transit
0.0126737,0.0851117,Transit
0.0126737,0.0674219,Transit
0.0127496,0.433249,Transit
0.0127496,0.0808904,Transit
0.0127496,0.0705457,Transit
0.0127496,0.11512,Transit
0.0127496,0.0276021,Transit
0.0127496,0.0290724,Transit
0.0126737,0.061725,Transit
0.0127496,0.174395,Transit
0.0126737,0.0181392,Transit
0.0126737,0.0954693,Transit
0.0126737,0.117226,Transit
0.0126737,0.251,Transit
0.0126737,0.0556094,Transit
0.0125983,0.0165366,Transit
0.0126401,0.115746,Transit
0.0125754,0.148945,Transit
0.0125983,0.0415217,Transit
0.0126299,0.709354,Transit
0.012573,0.0857785,Transit
0.0126,0.379271,Transit
0.0125983,0.188086,Transit
0.0125754,0.107059,Transit
0.0125983,0.0712451,Transit
0.0126401,0.0388408,Transit
0.0125983,0.10078,Transit
0.0125754,0.10603,Transit
0.0125983,0.0771394,Transit
0.0125233,0.0570521,Transit
0.0125233,0.0194926,Transit
0.0125233,0.0282874,Transit
0.0125062,0.0742116,Transit
0.0125062,0.189342,Transit
0.0125233,0.0794128,Transit
0.0125233,0.0581708,Transit
0.0125233,0.195344,Transit
0.0125062,0.0752686,Transit
0.0125233,0.022851,Transit
0.0124487,0.03114,Transit
0.0124487,0.044079,Transit
0.0124487,0.183527,Transit
0.0124263,0.0807438,Transit
0.0124487,0.078449,Transit
0.0124487,0.112305,Transit
0.0124487,0.100207,Transit
0.0124263,0.0946205,Transit
0.0124487,0.283792,Transit
0.0124263,0.0488263,Transit
0.0124263,0.0744983,Transit
0.0124263,0.047906,Transit
0.0124263,0.0472783,Transit
0.0124263,0.0228923,Transit
0.0124263,0.0363506,Transit
0.0124487,0.0679911,Transit
0.0124263,0.0684849,Transit
0.0124263,0.138326,Transit
0.0124263,0.0197027,Transit
0.0124263,0.0135188,Transit
0.0123746,0.121659,Transit
0.0124487,0.167934,Transit
0.0123746,0.0923741,Transit
0.0124263,0.083574,Transit
0.0123966,0.0532027,Transit
0.0123736,0.0513038,Transit
0.0124263,0.0131638,Transit
0.0123746,0.0370047,Transit
0.0123746,0.146114,Transit
0.0123736,0.0520493,Transit
0.0123746,0.0508228,Transit
0.0123008,0.0776941,Transit
0.0123086,0.0938169,Transit
0.0123008,0.032467,Transit
0.0123086,0.0720019,Transit
0.0123078,0.144671,Transit
0.0123086,0.0335877,Transit
0.0123008,0.0819289,Transit
0.0123086,0.0544926,Transit
0.0123008,0.147232,Transit
0.0123008,0.19765,Transit
0.0123008,0.142864,Transit
0.0122719,0.416595,Timing
0.0121773,0.0436956,Transit
0.0121773,0.0266925,Transit
0.0121773,0.568939,Transit
0.0121546,0.177259,Transit
0.0122275,0.0355594,Transit
0.0122275,0.0154128,Transit
0.0121773,0.197812,Transit
0.0122275,0.0235482,Transit
0.0121546,0.071869,Transit
0.0121773,0.0382833,Transit
0.0121546,0.0495271,Transit
0.0122275,0.0580264,Transit
0.0122275,0.090566,Transit
0.0122424,0.0848304,Transit
0.0121546,0.035902,Transit
0.0121773,0.152976,Transit
0.0121773,0.0544864,Transit
0.0121773,0.385778,Transit
0.0121773,0.145668,Transit
0.0121546,0.0398578,Transit
0.0121546,0.103027,Transit
0.0121546,0.0207092,Transit
0.0121473,0.0427173,Transit
0.0121546,0.0311079,Transit
0.0121124,0.0498841,Transit
0.0120821,0.0820733,Transit
0.0121297,0.0462676,Transit
0.0120821,0.0524304,Transit
0.0121124,0.0455761,Transit
0.0121297,0.0125101,Transit
0.0120821,0.225667,Transit
0.0121124,0.0475233,Transit
0.0121297,0.0584627,Transit
0.0120821,0.112404,Transit
0.0121124,0.0522529,Transit
0.0121297,0.122862,Transit
0.0121297,0.127283,Transit
0.0120821,0.114152,Transit
0.0121297,0.181042,Transit
0.0120821,0.134576,Transit
0.0121124,0.0511769,Transit
0.0120821,0.48075,Transit
0.0120821,0.0799721,Transit
0.0120821,0.100833,Transit
0.0120821,0.0337676,Transit
0.0120821,0.0198513,Transit
0.0120099,0.0645763,Transit
0.0119197,0.0783155,Transit
0.0123078,0.103323,Transit
0.0120099,0.447475,Transit
0.0119837,0.0724716,Transit
0.0117926,0.168189,Transit
0.0120479,0.0356868,Transit
0.012,0.328137,Transit
0.0120099,0.022904,Transit
0.0120453,0.0723886,Transit
0.0115417,0.100488,Transit
0.0123736,0.0935225,Transit
0.0117855,0.0978933,Transit
0.0119894,0.0337968,Transit
0.0120099,0.0802343,Transit
0.0120099,0.113973,Transit
0.0120453,0.032015,Transit
0.0120453,0.0428881,Transit
0.0119837,0.284166,Transit
0.0121773,0.13334,Transit
0.0122424,0.0432887,Transit
0.0123736,0.065318,Transit
0.0117855,0.0401325,Transit
0.0120099,0.102351,Transit
0.0119837,0.0429776,Transit
0.0120453,0.038467,Transit
0.0120479,0.086925,Transit
0.0117855,0.11269,Transit
0.0115417,0.0518266,Transit
0.0124398,0.0317043,Transit
0.011856,0.103505,Transit
0.011856,0.0539702,Transit
0.0115953,0.0942979,Transit
0.0120099,0.0800056,Transit
0.0120099,0.0184246,Transit
0.0119381,0.0205641,Transit
0.0119197,0.0367817,Transit
0.0119381,0.0177185,Transit
0.0119381,0.161835,Transit
0.011856,0.0270005,Transit
0.0118667,0.0718111,Transit
0.0118667,0.060873,Transit
0.0119381,0.227343,Transit
0.011856,0.0921796,Transit
0.0119381,0.124555,Transit
0.0118667,0.0439026,Transit
0.011856,0.0747146,Transit
0.0119381,0.0340815,Transit
0.0118667,0.0458416,Transit
0.011856,0.0920376,Transit
0.011856,0.0332158,Transit
0.0117956,0.0462418,Transit
0.0117956,0.0185737,Transit
0.0118373,0.0869078,Transit
0.0118373,0.0681491,Transit
0.0117511,0.0323795,Transit
0.0117855,0.0413536,Transit
0.0118373,0.0447079,Transit
0.0117956,0.678637,Transit
0.0118373,0.0576393,Transit
0.0117956,0.028082,Transit
0.0117926,0.043745,Transit
0.0118373,0.0469031,Transit
0.0117956,0.195581,Transit
0.0117926,0.153051,Transit
0.0117295,0.0848919,Transit
0.0117248,0.1064,Transit
0.0117295,0.0801996,Transit
0.0116666,0.0312733,Transit
0.0116666,0.0640717,Transit
0.0116544,0.0526772,Transit
0.0116544,0.207594,Transit
0.0117295,0.120974,Transit
0.0117295,0.0542304,Transit
0.0117248,0.050347,Transit
0.0116544,0.123985,Transit
0.0117248,0.0594394,Transit
0.0117248,0.0409318,Transit
0.0116544,0.115827,Transit
0.0116666,0.0655142,Transit
0.0117295,0.0269045,Transit
0.0116666,0.137369,Transit
0.0116666,0.0423212,Transit
0.0116544,0.0126273,Transit
0.0116475,0.0852473,Transit
0.011604,0.0542683,Transit
0.0115843,0.0835695,Transit
0.011604,0.205786,Transit
0.0115843,0.0161473,Transit
0.0115843,0.0315297,Transit
0.011604,0.0625553,Transit
0.0115843,0.0464624,Transit
0.011604,0.0488289,Transit
0.011604,0.134468,Transit
0.011604,0.170638,Transit
0.0115843,0.194499,Transit
0.0115843,0.0912977,Transit
0.0115843,0.120351,Transit
0.0115145,0.0124913,Transit
0.0115291,0.243919,Transit
0.0115494,0.117439,Transit
0.0115145,0.0159282,Transit
0.0115494,0.110556,Transit
0.0115145,0.0435619,Transit
0.0115494,0.0551696,Transit
0.0115145,0.0982303,Transit
0.0115494,0.0366252,Transit
0.0115494,0.117442,Transit
0.0115494,0.045182,Transit
0.0115291,0.131115,Transit
0.0115417,0.043316,Transit
0.0115145,0.13168,Transit
0.0113953,0.260405,RV
0.0112762,0.0461345,Transit
0.0112658,0.03437,Transit
0.0112689,0.15366,Transit
0.0112658,0.0426422,Transit
0.0112658,0.0497719,Transit
0.0112658,0.153931,Transit
0.0112762,0.174808,Transit
0.0112658,0.0285538,Transit
0.0112762,0.125606,Transit
0.0111695,0.0260305,Transit
0.0109866,0.0642857,Transit
0.0109866,0.134547,Transit
0.0109866,0.148883,Transit
0.0110268,0.0469467,Transit
0.0109866,0.0743912,Transit
0.0109866,0.104704,Transit
0.0107897,0.139784,Transit
0.0109866,0.119407,Transit
0.0110268,0.0811044,Transit
0.0109866,0.131467,Transit
0.0109866,0.0522506,Transit
0.0107805,0.0969854,Transit
0.0107805,0.098218,Transit
0.0107805,0.0527522,Transit
0.0107805,0.043221,Transit
0.0108155,0.0889562,RV
0.0107805,0.0473476,Transit
0.0107839,0.0188775,Transit
0.0107805,0.116434,Transit
0.0107116,0.139053,Transit
0.0107116,0.0511944,Transit
0.0107116,0.0249783,Transit
0.0107116,0.0172977,Transit
0.0107116,0.0608017,Transit
0.0106941,0.036125,Transit
0.0107116,0.0222195,Transit
0.0107116,0.0218627,Transit
0.0107116,0.0131437,Transit
0.0107116,0.0291497,Transit
0.0105382,0.0351719,Transit
0.0104938,0.0820805,RV
0.010538,0.0324953,Transit
0.010538,0.220686,Transit
0.010538,0.103296,Transit
0.010538,0.0481157,Transit
0.010538,0.081426,Transit
0.010441,0.0609548,Transit
0.010441,0.131737,Transit
0.010441,0.0916253,Transit
0.0102988,0.0987232,Transit
0.0101747,0.0527894,Transit
0.0101747,0.013815,Transit
0.0101747,0.0279245,Transit
0.0101747,0.0473895,Transit
0.0101747,0.0381652,Transit
0.0101747,0.0146558,Transit
0.0101747,0.0795638,Transit
0.0101747,0.0496255,Transit
0.0101747,0.0478522,Transit
0.0101747,0.0543655,Transit
0.0101747,0.161019,Transit
0.0101747,0.0914589,Transit
0.0101747,0.0427433,Transit
0.0100631,0.174723,Transit
0.0100631,0.106855,Transit
0.0100631,0.142937,Transit
0.0100631,0.0404491,Transit
0.0100631,0.0276391,Transit
0.0100631,0.0604835,Transit
0.00958673,0.102457,Transit
0.00999738,0.0320135,Transit
0.00991268,0.0809151,Transit
0.00991268,0.0213603,Transit
0.00991268,0.0756444,Transit
0.00991268,0.162992,Transit
0.00991268,0.0936589,Transit
0.00991268,0.0539434,Transit
0.00991268,0.0184414,Transit
0.00983076,0.0570545,Transit
0.00965491,0.0194186,Transit
0.00965491,0.0438974,Transit
0.00965491,0.0455165,Transit
0.00965491,0.0141581,Transit
0.00965491,0.122255,Transit
0.00965491,0.121485,Transit
0.00965491,0.0568739,Transit
0.00960182,0.167766,Transit
0.00960182,0.0716875,Transit
0.00960182,0.0550302,Transit
0.00960182,0.0567577,Transit
0.00960182,0.0574921,Transit
0.00960182,0.118353,Transit
0.00937625,0.0539767,Transit
0.00937625,0.11603,Transit
0.00940137,0.080701,Transit
0.00940137,0.0495281,Transit
0.00937625,0.0744278,Transit
0.00940137,0.312498,Transit
0.00940137,0.0453661,Transit
0.00934866,0.0860831,Transit
0.00915403,0.0747634,Transit
0.00915206,0.0575502,Transit
0.00915403,0.0419025,Transit
0.00915403,0.105463,Transit
0.00915206,0.0521389,Transit
0.00915403,0.104341,Transit
0.00905232,0.15417,RV
0.00910315,0.0911013,RV
0.00912437,0.106909,Transit
0.00890695,0.054326,Transit
0.00890695,0.0714831,Transit
0.00890695,0.0736811,Transit
0.00893492,0.0809409,Transit
0.00890695,0.0370474,Transit
0.00890695,0.0162176,Transit
0.00890695,0.0352283,Transit
0.00893492,0.0511438,Transit
0.00893492,0.0841819,Transit
0.0089295,0.0783624,RV
0.00881646,0.087995,RV
0.00866602,0.0940811,Transit
0.00871939,0.0448402,Transit
0.00866602,0.100137,Transit
0.00866602,0.168494,Transit
0.00871939,0.0504957,Transit
0.00866602,0.0379647,Transit
0.00871939,0.0681548,Transit
0.00871939,0.134093,Transit
0.00866602,0.0288756,Transit
0.00866602,0.0509367,Transit
0.00857506,0.0555527,Transit
0.00850717,0.0612399,Transit
0.00850717,0.108539,Transit
0.00850717,0.204929,Transit
0.00850717,0.0705863,Transit
0.00842926,0.0888549,Transit
0.00842926,0.0203817,Transit
0.00839448,0.0476476,RV
0.00842926,0.284837,Transit
0.00842926,0.0406211,Transit
0.00829825,0.0603792,Transit
0.00829825,0.0361317,Transit
0.00829825,0.0914719,Transit
0.00829825,0.0799685,Transit
0.00819664,0.113504,Transit
0.00819664,0.0531529,Transit
0.00819664,0.049588,Transit
0.00819664,0.0201315,Transit
0.00819664,0.0518363,Transit
0.00819664,0.0327047,Transit
0.00819664,0.0607742,Transit
0.00819664,0.01281,Transit
0.00819664,0.104553,Transit
0.00809262,0.0373252,Transit
0.00814901,0.0534149,Transit
0.00809285,0.386141,Transit
0.00809262,0.0904732,Transit
0.00796813,0.0746773,Transit
0.00796813,0.325551,Transit
0.00796813,0.427921,Transit
0.00796813,0.245986,Transit
0.00796813,0.0894717,Transit
0.00796813,0.0310798,Transit
0.00796813,0.0854126,Transit
0.00796813,0.116229,Transit
0.00796813,0.154158,Transit
0.00796813,0.0349411,Transit
0.00789025,0.0648349,Transit
0.00789025,0.0556186,Transit
0.00789025,0.0637947,Transit
0.00789025,0.11698,Transit
0.00792721,0.163806,Transit
0.00789025,0.130735,Transit
0.00789025,0.0640044,Transit
0.00789025,0.250899,Transit
0.00780644,0.0297443,RV
0.00769114,0.107672,Transit
0.00774372,0.0199578,Transit
0.00774372,0.0221208,Transit
0.00769114,0.105697,Transit
0.00774372,0.0401985,Transit
0.00769114,0.209361,Transit
0.00769114,0.0592083,Transit
0.00774372,0.0663906,Transit
0.00769114,0.0368224,Transit
0.00774372,0.11193,Transit
0.00769114,0.0400468,Transit
0.00769114,0.028229,Transit
0.00774372,0.0356726,Transit
0.00774372,0.101981,Transit
0.00761024,0.0394192,Transit
0.00749504,0.129058,Transit
0.00752338,0.0285532,Transit
0.00752338,0.0522416,Transit
0.00752338,0.0359389,Transit
0.00749504,0.0574402,Transit
0.00752338,0.0576676,Transit
0.00752338,0.0907946,Transit
0.00752338,0.0820438,Transit
0.00752338,0.0761616,Transit
0.00752338,0.226767,Transit
0.00730709,0.0363405,Transit
0.00730709,0.0423228,Transit
0.00730238,0.22049,Transit
0.00730709,0.0658558,Transit
0.00730709,0.0169132,Transit
0.00730709,0.0480157,Transit
0.00730709,0.152944,Transit
0.00723031,0.250413,Transit
0.00711292,0.0514597,Transit
0.00709482,0.0540966,Transit
0.00711292,0.0286627,Transit
0.00709482,0.036038,Transit
0.00711292,0.0858179,Transit
0.00709482,0.0600079,Transit
0.00709482,0.0139284,Transit
0.00709482,0.0726189,Transit
0.00711292,0.0649112,Transit
0.00688654,0.044761,Transit
0.00692663,0.0675669,Transit
0.00692663,0.0771364,Transit
0.00688654,0.0277394,Transit
0.00688654,0.0190889,Transit
0.00688654,0.0398164,Transit
0.00688654,0.0530392,Transit
0.00688654,0.0650994,Transit
0.00688654,0.0161327,Transit
0.00688654,0.0979413,Transit
0.00674351,0.101608,Transit
0.00668223,0.0790483,Transit
0.00674351,0.0758501,Transit
0.00668223,0.0820512,Transit
0.00672298,0.121623,Transit
0.00674351,0.168293,Transit
0.00668223,0.0616673,Transit
0.00668223,0.023292,Transit
0.00668223,0.0143082,Transit
0.00674351,0.0419466,Transit
0.00656354,0.0914787,Transit
0.00661,0.248169,Transit
0.00656354,0.0504476,Transit
0.00656354,0.0586548,Transit
0.00656354,0.0710671,Transit
0.00648186,0.0493183,Transit
0.00648186,0.026927,Transit
0.00648186,0.0366691,Transit
0.00648186,0.015239,Transit
0.00648186,0.0541184,Transit
0.00648186,0.0733316,Transit
0.00648186,0.0289045,Transit
